term	hits	files	proposing_entries	inherited_lead	disposition
大道	2195	332	如何是道	” Across the Chan record this is a stock public question put to a master. Nanquan answers Zhaozhou, “the ordinary mind is the Way” (平常心是道); when Zhaozhou asks whether one can head toward it, Nanquan says that intending to head toward it departs from it (擬向即乖). Other records preserve unlike answers without a single harmonizing gloss: “white clouds cover the green peaks; bees and butterflies love the courtyard flowers” (白雲覆青嶂，蜂蝶戀庭華), “every household's gate opens onto Chang'an” (家家門口通長安), and “what is sweet is licorice” (甜底是甘草). One master merely rebuffs the question and sends the monk away. In a longer written questionnaire, the answer begins “unobstructed is the Way” (無礙是道). Zhaozhou's record also makes the ordinary road-word audible: the master first answers “the one outside the wall” (墻外底); when the monk says he means the great Way, the answer is “the great road runs through Chang'an” (大道透長安). The dictionary therefore retains the literal question and its observable public-interview role; the mutually different recorded answers are not converted into an interpretive menu.	UNREVIEWED_INVESTIGATION
學道	2194	313	參禪	(參) = to investigate, consult, look into (as one 參 a teacher or 參究 a matter); (禪) = Chan. (參禪) is the recorded activity of investigating Chan, which the corpus binds to the one great matter of life and death. Gaofeng Yuanmiao states its temper: (參禪須是鐵漢) — to investigate Chan one must be an iron man — (著手心頭便判) (the moment you set to it the mind is decided). He binds it to the one great matter: (只遮生死一大事)，(乃是參禪學道之喉襟) (this single great matter of life-and-death is the very throat-and-collar of investigating Chan and studying the Way), and states the comparison plainly: (資生貴圖求富)，(參禪貴圖求悟) (as making a living prizes seeking wealth, investigating Chan prizes seeking awakening). Zhongfeng Mingben describes people who say they investigate Chan while doing so only with their mouths: (人心浮淺口說參禪) — shallow-minded people 'investigate Chan' only with their mouths, wanting to understand the recorded exchanges as material for conversation, (初無一念要决了生死大事之心) (without a single thought of resolving the great matter). Later records pair the expression with looking at sayings (看話). Render it as ‘investigate Chan,’ following the literal ‘consult / look into’ sense; note the fixed collocation (參禪學道) ('investigate Chan and study the Way'). The records also define the word by its concrete referent: Shitian Faxun (石田法薰) writes (參方衲子)，(出一藂林)，(入一藂林)，(撥草瞻風)，(不憚寒暑)，(喚作參禪) (wandering monks leaving one grove and entering another, parting the grass to gaze at the wind, undeterred by cold and heat — this is 'called 參禪'), then immediately presses (畢竟禪作麼生參) (but after all, how is Chan investigated? | Two independently-attributed masters (Gaofeng Yuanmiao 高峰原妙, his 語錄 recorded sayings; Zhongfeng Mingben 中峰明本, his 廣錄 extensive record) use (參禪) (investigate Chan) for the same activity — one framing its temper and aim, one policing genuine vs. mouth-only inquiry. Dahui Zonggao is the acknowledged systematizer of (看話參禪) (‘investigating Chan by looking at sayings’) and is named in the explanation, but no Dahui occurrence is curated here: the strongest Dahui (參禪) passage (T47n1998A, 0864c) sits in a section expounding Linji's (四照用) (his 'four illuminings-and-functions') and invoking Yunmen, where speaker attribution was not cleanly separable, so it was left out per the verify-attribution rule. Zen-scoped grep counts (tag-stripped, 2026-07-11): (參禪) 2950 hits in 336 of the 462 allowlist texts; (參禪學道) 213/111; (參禪人) 135/71; (參禪者) 83/46; (參禪辦道) 4/4. The mouth-only polemic is itself multi-witness: besides Zhongfeng's (口說參禪)。	UNREVIEWED_INVESTIGATION
依舊	2169	319	依前		UNREVIEWED_INVESTIGATION
晚參	2149	178	上堂、小參	"The first graph means “small or minor” (小); the second means “assemble for instruction” (參) (as in 上堂 the great convocation and 晚參 the evening gathering). (小參) is the informal, lesser convocation, set against (上堂) (ascending the hall — the great, formal convocation). The monastic code (敕修百丈清規) defines it plainly: ""the small convocation has no fixed place"" (小參初無定所), held wherever suits the size of the assembly — the sleeping hall (寢堂) or the teaching hall (法堂) — announced by hanging a (小參牌) and given at the evening bell (昏鐘); hence its stock form ""that evening's small convocation"" (當晚小參) and (晚小參). The rule adds that the abbot ""just as at the five-day (上堂),"" (登座) so (小參) is procedurally the same address, only informal in place and timing. In the yulu it is a genre heading paralleling (上堂) in the table of contents (卷第八　上堂八　小參一). The code's fuller definition names occasions and register: (如住持入院)。 | A genre / format marker, not a thesis. Distinguished from (上堂) by informality: no fixed place, evening timing, smaller occasion; very often (當晚小參) / (晚小參). The abbot's procedure otherwise matches (上堂). Cf. (晚參). Zen-scoped grep (tag-stripped, 2026-07-11): (小參) 7023 hits in 337 allowlist texts (上堂: 54942 in 402) — both pervasive genre headings; (小參牌) 3 hits in 2 texts (T48n2025, J37nB390)."	SELECTED_NEXT500
言下	2096	270	當下、省悟、立地		SELECTED_NEXT500
佛殿	2066	323	僧堂、燈籠	時稱折牀會也). In Zhaozhou's section, the assembly reaches the front of the hall and Zhaozhou shuts the hall door. Xuansha lists stream, buddha hall, and monks' hall as visible named places, then says, 'the stream is the stream, the buddha hall is the buddha hall, and the monks' hall is the monks' hall' (溪水是溪水，佛殿是佛殿，僧堂是僧堂). These predicates establish a building and its communal uses; the article adds no figurative reading.	SELECTED_NEXT500
大悲	2056	291	千手眼、通身是眼	The “thousand hands and eyes,” attested 242 times in 108 allowlisted texts, is the invoked form of Great Compassion, or Guanyin. Chushi Fanqi’s image record identifies it directly: “Great Compassion’s thousand hands and eyes are Guanyin’s responsive transformation-body” (大悲千手眼者，觀音大士應化之身也). In the Chan record the figure is repeatedly placed inside public interviews asking which is the “true eye.” Daowu asks, “Among Great Compassion’s thousand hands and eyes, which is the true eye? | ” and receives “like a person at night reaching behind for a pillow” (如人夜間背手摸枕子); the Magu–Linji encounter turns the same question into grabbing, demanding an immediate answer, and changing seats. A later teacher raises the whisk and says, “This is Great Compassion’s thousand hands and eyes” (此是大悲千手眼).	SELECTED_NEXT500
舍利	2049	244	丹霞燒佛、木佛	""" Danxia said, ""Since it has no relics, bring two more honored ones to burn"" (木佛何有舍利，既無舍利，更請兩尊來燒). The phrase also appears in the fixed line ""a wooden buddha does not pass through fire"" (木佛不度火), alongside a clay buddha not passing through water and a gold buddha not passing through a furnace."	SELECTED_NEXT500
薦得	2012	279	言前		SELECTED_NEXT500
森羅	1989	324	森羅萬象		UNREVIEWED_INVESTIGATION
宗乘	1899	299	宗門		SELECTED_NEXT500
自家	1891	308	冷暖自知		UNREVIEWED_INVESTIGATION
念佛	1885	237	念佛是誰	’” (示以念佛是誰話), or command a student to “investigate ‘who is reciting the buddha’s name? | ’” (參念佛是誰). One verse reverses it as “who is reciting the buddha’s name—who recites the buddha’s name?	UNREVIEWED_INVESTIGATION
微塵	1862	310	一塵、芥子		SELECTED_NEXT500
法堂	1812	294	上堂、僧堂		SELECTED_NEXT500
言句	1787	277	情解	Literally, ‘feeling/inclination-understanding.’ The phrase occurs 178 times in 88 allowlisted texts. In case commentary it is something readers ‘make’ from a saying (作情解), something words cause to arise (因言句轉生情解), and something commentators are repeatedly warned not to produce (切忌妄生情解). Yuanwu contrasts such explanations with seeing the old person’s intent, and writes that following another’s words generates this understanding. Other records speak of being stuck in it, forgetting it, or breaking its lair. These are the corpus’s recorded descriptions of the term.	SELECTED_NEXT500
